,word,tag
1306,,pa
1307,núll,ta
1308,sigur,nkeo
1309,á,af
1310,Leikni,nkeþ-s
1311,F,ks
1312,á,af
1313,Nettóvellinum,nkeþgs
1314,í,af
1315,Keflavík,nveþ-s
1316,í,af
1317,dag,nkeo
1318,.,pl
1319,Keflavík,nven-s
1320, þrjú,ta
1321,,m
1322, eitt,ta
1323,F H,n----s
1324,Þeir,fpkfn
1325,unnu,sfg3fþ
1326, þriðja,ta
1327,leikhluta,nkeo
1328, þrjátíu og átta,ta
1329,,m
1330, tuttugu,ta
1331,og,c
1332,þann,fakeo
1333, fjórða,ta
1334, tuttugu og sjö,ta
1335,,m
1336, níu,ta
1337,.,pl
1338, ellefu <sil> átta,ta
1339,fráköst,nhfn
1340,skástrik,pa
1341, sex,ta
1342,stoðsendingar,nvfn
1343,",",pk
1344,Emil,nken-s
1345,Þór,nken-s
1346,Jóhannsson,nken-s
1347, níu <sil> sex,ta
1348,stolnir,lkfnsf
1349,",",pk
1350,Skarphéðinn,nken-s
1351,Freyr,nken-s
1352,Ingason,nken-s
1353, sjö,ta
1354,",",pk
1355,Martin,n----s
1356,Hermannsson,nken-s
1357, fimm,ta
1358,",",pk
1359,Finnur,nken-s
1360,Atli,nken-s
1361,Magnusson,nken-s
1362, fimm <sil> fimm,ta
1363,fráköst,nhfn
1364,",",pk
1365,Ágúst,nken-s
1366,Angantýsson,nken-s
1367, tvö <sil> fjögur,ta
1368,fráköst,nhfo
1369,",",pk
1370,Jón,nken-s
1371,Orri,nken-s
1372,Kristjánsson,nken-s
1373,núll,ta
1374,",",pk
1375,Kristófer,nken-s
1376,Acox,n----s
1377,núll,ta
1378,",",pk
1379,Páll,nken-s
1380,Fannar,nken-s
1381,Helgason,nken-s
1382,núll,ta
1383,",",pk
1384,Ólafur,nken-s
1385,Már,nken-s
1386,Ægisson,nken-s
1387,núll,ta
1388,.,pl
1389,Njarðvík,nven-s
1390,:,pa
1391,Lele,n----s
1392,Hardy,n----s
1393, sextán,ta
1394,skástrik,pa
1395, fjórtán,ta
1396,fráköst,nhfn
1397,skástrik,pa
1398, sex,ta
1399,stoðsendingar,nvfn
1400,skástrik,pa
1401, tólf,ta
1402,stolnir,lkfnsf
1403,",",pk
1404,Eyrún,nven-s
1405,Líf,nven-s
1406,Sigurðardóttir,nven-s
1407, þrettán,ta
1408,",",pk
1409,Svava,nven-s
1410,Ósk,nven-s
1411,Stefánsdóttir,nven-s
1412, sjö,ta
1413,",",pk
1414,Ína,nven-s
1415,María,nven-s
1416,Einarsdóttir,nven-s
1417, fjögur,ta
1418,",",pk
1419,Guðlaug,nven-s
1420,Björt,nven-s
1421,Júlíusdóttir,nven-s
1422, fjögur <sil> fimm,ta
1423,fráköst,nhfo
1424,",",pk
1425,Salbjörg,nven-s
1426,Sævarsdóttir,nven-s
1427, fjögur,ta
1428,",",pk
1429,Sara,nven-s
1430,Dögg,nven-s
1431,Margeirsdóttir,nven-s
1432, fjögur,ta
1433,",",pk
1434,Erna,nven-s
1435,Hákonardóttir,nven-s
1436, þrjú,ta
1437,",",pk
1438,Emelía,nven-s
1439,Ósk,nven-s
1440,Grétarsdóttir,nven-s
1441, tvö,ta
1442,.,pl
1443,Brynjar,nken-s
1444,Orri,nken-s
1445,Bjarnason,nken-s
1446,skoraði,sfg3eþ
1447,síðan,aa
1448,síðasta,lheove
1449,mark,nheo
1450,K V,n----s
1451,á,af
1452,lokamínútunni,nveþg
1453,og,c
1454,sanngjarn,lkensf
1455, tvö,ta
1456,,m
1457, fimm,ta
1458,sigur,nken
1459,gestanna,nkfeg
1460,staðreynd,nven
1461,.,pl
1462,Staðan,nveng
1463,allt,fohen
1464,í,af
1465,einu,lheþsf
1466,orðin,sþgven
1467, áttatíu og eitt,ta
1468,,m
1469, áttatíu,ta
1470,og,c
1471,sóknarleikur,nken
1472,K R,n----s
1473,í,af
1474,molum,nkfþ
1475,.,pl
1476,Arnór,nken-s
1477,Ingvi,nken-s
1478,Traustason,nken-s
1479,hélt,sfg3eþ
1480,uppteknum,lkeþsf
1481,hætti,nkeþ
1482,og,c
1483,lagði,sfg3eþ
1484,upp,aa
1485,mark,nheo
1486,í,af
1487, fjögur,ta
1488,,m
1489, einum,ta
1490,sigri,nkeþ
1491,Norrköping,n----s
1492,á,af
1493,Kalmar,n----s
1494,í,af
1495,sænsku,lveþvf
1496,úrvalsdeildinni,nveþg
1497,í,af
1498,knattspyrnu,nveþ
1499,.,pl
1500,Guðmundur,nken-s
1501,komst,sfm3eþ
1502,svo,aa
1503,í,af
1504,undanúrslit,nhfo
1505,þar,aa
1506,sem,c
1507,hann,fpken
1508,glímdi,sfg3eþ
1509,við,af
1510,Matthew,n----s
1511,Southwell,n----s
1512,og,c
1513,sigraði,sfg3eþ
1514,hann,fpkeo
1515, þrjú,ta
1516,,m
1517,núll,ta
1518,.,pl
1519,Leikurinn,nkeng
1520,fór,sfg3eþ
1521,núll,ta
1522,,m
1523, níu,ta
1524,fyrir,af
1525,Val,nkeþ-s
1526,.,pl
1527,Grindavík,nveþ-s
1528,:,pa
1529,Samuel,n----s
1530,Zeglinski,n----s
1531, þrjátíu og átta,ta
1532,skástrik,pa
1533, sex,ta
1534,fráköst,nhfn
1535,skástrik,pa
1536, ellefu,ta
1537,stoðsendingar,nvfn
1538,",",pk
1539,Aaron,n----s
1540,Broussard,n----s
1541, átján <sil> átta,ta
1542,fráköst,nhfn
1543,",",pk
1544,Þorleifur,nken-s
1545,Ólafsson,nken-s
1546, fimmtán,ta
1547,",",pk
1548,Sigurður,nken-s
1549,Gunnar,nken-s
1550,Þorsteinsson,nken-s
1551, ellefu <sil> átta,ta
1552,fráköst,nhfo
1553,",",pk
1554,Jóhann,nken-s
1555,Árni,nken-s
1556,Ólafsson,nken-s
1557, ellefu <sil> sex,ta
1558,fráköst,nhfo
1559,",",pk
1560,Ómar,nken-s
1561,Örn,nken-s
1562,Sævarsson,nken-s
1563, átta <sil> fimm,ta
1564,fráköst,nhfo
1565,",",pk
1566,Hilmir,nken-s
1567,Kristjánsson,nken-s
1568, fimm,ta
1569,",",pk
1570,Ólafur,nken-s
1571,Ólafsson,nken-s
1572, fimm <sil> fimm,ta
1573,fráköst,nhfo
1574,",",pk
1575,Davíð,nken-s
1576,Ingi,nken-s
1577,Bustion,n----s
1578, fjögur <sil> fimm,ta
1579,fráköst,nhfo
1580,",",pk
1581,Jens,nken-s
1582,Valgeir,nken-s
1583,Óskarsson,nken-s
1584, fjögur,ta
1585,",",pk
1586,Björn,nken-s
1587,Steinar,nken-s
1588,Brynjólfsson,nken-s
1589, þrjú,ta
1590,.,pl
1591,Njarðvík,nven-s
1592,minnkaði,sfg3eþ
1593,forskot,nheo
1594,Keflavíkur,nvee-s
1595,í,af
1596, tvö,ta
1597,stig,nhfo
1598,á,af
1599,toppi,nkeþ
1600,Iceland,n----s
1601,Express,e
1602,deildar,nvee
1603,kvenna,nvfe
1604,með,af
1605, sextíu og fjögur,ta
1606,,m
1607, sjötíu og einum,ta
1608,sigri,nkeþ
1609,á,af
1610,Haukum,nkfþ-s
1611,í,af
1612,Schenkerhöllinni,nveþgs
1613,í,af
1614,Hafnarfirði,nkeþ-s
1615,í,aa
1616,gær,aa
1617,.,pl
1618,K R,nven-s
1619,-,pa
1620,Keflavík,nveþ-s
1621, sjötíu og eitt,ta
1622,,m
1623, sjötíu og sjö,ta
1624,(,pa
1625, tuttugu,ta
1626,,m
1627, sextán,ta
1628,",",pk
1629, fjórtán,ta
1630,,m
1631, tuttugu og eitt,ta
1632,",",pk
1633, sextán,ta
1634,,m
1635, átján,ta
1636,",",pk
1637, tuttugu og eitt,ta
1638,,m
1639, tuttugu og tvö,ta
1640,),pa
1641,Snæfell,nhen-s
1642,:,pa
1643,Alda,nven-s
1644,Leif,nven-s
1645,Jónsdóttir,nven-s
1646, tuttugu og ein <sil> fimm,ta
1647,stoðsendingar,nvfn
1648,",",pk
1649,Hildur,nven-s
1650,Sigurðardóttir,nven-s
1651, átján,ta
1652,skástrik,pa
1653, þrettán,ta
1654,fráköst,nhfn
1655,skástrik,pa
1656, sjö,ta
1657,stoðsendingar,nvfn
1658,",",pk
1659,Hildur,nven-s
1660,Björg,nven-s
1661,Kjartansdóttir,nven-s
1662, sautján,ta
1663,skástrik,pa
1664, þrettán,ta
1665,fráköst,nhfn
1666,",",pk
1667,Berglind,nven-s
1668,Gunnarsdóttir,nven-s
1669, fjórtán,ta
1670,",",pk
1671,Helga,nven-s
1672,Hjördís,nven-s
1673,Björgvinsdóttir,nven-s
1674, fimm <sil> fjögur,ta
1675,fráköst,nhfn
1676,",",pk
1677,Rebekka,nven-s
1678,Rán,nven-s
1679,Karlsdóttir,nven-s
1680, fimm,ta
1681,",",pk
1682,Rósa,nven-s
1683,Indriðadóttir,nven-s
1684, fjögur <sil> sex,ta
1685,fráköst,nhfo
1686,",",pk
1687,Aníta,nven-s
1688,Sæþórsdóttir,nven-s
1689, tvö,ta
1690,.,pl
1691,Þetta,fahen
1692,varð,sfg3eþ
1693,ljóst,lhensf
1694,eftir,af
1695,sigur,nkeo
1696, sjötíu og níu,ta
1697,,pa
1698, sextíu og sex,ta
1699,Grindvíkinga,nkfo-s
1700,á,af
1701,heimavelli,nkeþ
1702,sínum,fekeþ
1703,í,af
1704,kvöld,nheo
1705,fyrir,af
1706,troðfullu,lheþsf
1707,húsi,nheþ
1708,.,pl
1709,Leiknir,nken-s
1710,frá,af
1711,Fáskrúðsfirði,nkeþ-s
1712,hafði,sfg3eþ
1713,sigur,nkeo
1714,í,af
1715,Garðinum,nkeþgs
1716,í,aa
1717,gær,aa
1718,með,af
1719, fimm,ta
1720,mörkum,nhfþ
1721,gegn,af
1722, fjögur,ta
1723,en,c
1724,staðan,nveng
1725,eftir,af
1726,venjulegan,lkeosf
1727,leiktíma,nkeo
1728,var,sfg3eþ
1729, tvö,ta
1730,,m
1731, eitt,ta
1732,fyrir,af
1733,heimamenn,nkfo
1734,í,af
1735,Víði,nkeþ-s
1736,.,pl
1737,Njarðvík,nven-s
1738,vann,sfg3eþ
1739,í,af
1740,gærkvöldi,nheþ
1741,gríðarlega,aa
1742,mikilvægan,lkeosf
1743,sigur,nkeo
1744,er,c
1745,þær,fpvfn
1746,sigruðu,sfg3fþ
1747,Hauka,nkfo-s
1748, níutíu og fimm,ta
1749,,m
1750, áttatíu,ta
1751,eftir,af
1752,framlengdan,lkeosf
1753,leik,nkeo
1754,í,af
1755,Iceland,n----s
1756,Express,e
1757,deild,nveþ
1758,kvenna,nvfe
1759,í,af
1760,Ljónagryfjunni,nveþgs
1761,.,pl
1762,Liðið,nheng
1763,tapaði,sfg3eþ
1764,á,af
1765,útivelli,nkeþ
1766,gegn,af
1767,I F,n----s
1768,Elfsborg,n----s
1769, þrjú,ta
1770,,m
1771, tvö,ta
1772,og,c
1773,það,fahen
1774,sem,ct
1775,verra,lhenvm
1776,er,sfg3en
1777,að,c
1778,Jónas,nken-s
1779,meiddist,sfm3eþ
1780,í,af
1781,leiknum,nkeþg
1782,",",pk
1783,en,c
1784,ekki,aa
1785,er,sfg3en
1786,vitað,sþghen
1787,til,af
1788,þess,fphee
1789,að,c
1790,um,af
1791,alvarleg,lhfosf
1792,meiðsli,nhfo
1793,sé,svg3en
1794,að,cn
1795,ræða,sng
1796,.,pl
1797,Flottur,lkensf
1798,sigur,nken
1799,í,af
1800,dag,nkeo
1801, tvö,ta
1802,,m
1803, eitt,ta
1804,versus,e
1805,Southampton,n----s
1806,ekki,aa
1807,amalegt,lhensf
1808,að,cn
1809,skora,sng
1810, tvö,ta
1811,a,x
1812,afmælisdegi,nkeþ
1813,️,pa
1814,-,pa
1815,Samúel,nken-s
1816,Kári,nken-s
1817,(,pa
1818,hjá s a m m i k a r a,af
1819,),pa
1820,February,e
1821, tuttugu og tvö,ta
1822, tvö þúsund og fjórtán,ta
1823,Skallagrímur,nken-s
1824,:,pa
1825,Tavelyn,n----s
1826,Tillman,n----s
1827, þrjátíu og þrjú,ta
1828,skástrik,pa
1829, sex,ta
1830,fráköst,nhfn
1831,",",pk
1832,Sigrún,nven-s
1833,Sjöfn,nven-s
1834,Ámundadóttir,nven-s
1835, tólf <sil> ellefu,ta
1836,fráköst,nhfn
1837,skástrik,pa
1838, þrjú,ta
1839,varin,lhfosf
1840,skot,nhfo
1841,",",pk
1842,Kristrún,nven-s
1843,Sigurjónsdóttir,nven-s
1844, níu <sil> sex,ta
1845,fráköst,nhfn
1846,",",pk
1847,Ragnheiður,nven-s
1848,Benónísdóttir,nven-s
1849, átta <sil> tíu,ta
1850,fráköst,nhfn
1851,",",pk
1852,Jóhanna,nven-s
1853,Björk,nven-s
1854,Sveinsdóttir,nven-s
1855, fjögur <sil> átta,ta
1856,fráköst,nhfo
1857,skástrik,pa
1858, þrjú,ta
1859,varin,lhfosf
1860,skot,nhfo
1861,",",pk
1862,Fanney,nven-s
1863,Lind,nven-s
1864,Thomas,n----s
1865, fjögur,ta
1866,",",pk
1867,Sigurbjörg,nven-s
1868,Rós,nven-s
1869,Sigurðardóttir,nven-s
1870,núll,ta
1871,",",pk
1872,Arna,nven-s
1873,Hrönn,nven-s
1874,Ámundaóttir,nven-s
1875,núll,ta
1876,",",pk
1877,Gunnfríður,nven-s
1878,Ólafsdóttir,nven-s
1879,núll,ta
1880,",",pk
1881,Guðrún,nven-s
1882,Ósk,nven-s
1883,Ámundadóttir,nven-s
1884,núll,ta
1885,",",pk
1886,Gunnhildur,nven-s
1887,Lind,nven-s
1888,Hansdóttir,nven-s
1889,núll,ta
1890,",",pk
1891,Þórunn,nven-s
1892,Birta,nven-s
1893,Þórðardóttir,nven-s
1894,núll,ta
1895,.,pl
1896,Staðan,nveng
1897,er,sfg3en
1898, fjörutíu,ta
1899,,m
1900, tuttugu og þremur,ta
1901,Grindavík,nveþ-s
1902,í,af
1903,vil,nheo
1904,gegn,af
1905,Keflavík,nveþ-s
1906,í,af
1907,undanúrslitum,nhfþ
1908,Lýsingarbikars,nhee-s
1909,kvenna,nvfe
1910,í,af
1911,körfuknattleik,nkeþ
1912,þegar,c
1913,flautað,sþghen
1914,hefur,sfg3en
1915,verið,sþghen
1916,til,af
1917,hálfleiks,nkee
1918,.,pl
1919,Liðin,nhfng
1920,mættust,sfm3fþ
1921,í,af
1922,Ásgarði,nkeþ-s
1923,í,af
1924,Garðabæ,nkeþ-s
1925,og,c
1926,voru,sfg3fþ
1927,lokatölurnar,nvfng
1928, áttatíu og sjö,ta
1929,,m
1930, sjötíu og níu,ta
1931,Garðbæingum,nkfþ-s
1932,í,af
1933,vil,nheo
1934,sem,ct
1935,voru,sfg3fþ
1936,sterkari,lkenvm
1937,aðilinn,nkeng
1938,nánast,aae
1939,allan,fokeo
1940,leikinn,nkeog
1941,.,pl
1942,Grindavíkurstúlkur,nvfn-s
1943,lögðu,sfg3fþ
1944,K R,n----s
1945,í,af
1946,háspennuslag,nkeo
1947,í,af
1948,D H L,n----s
1949,höllinni,nveþg
1950,",",pk
1951, fimmtíu og sjö,ta
1952,,m
1953, fimmtíu og níu,ta
1954,.,pl
1955,Liðið,nheng
1956,vann,sfg3eþ
1957, tvö,ta
1958,,m
1959, einn,ta
1960,sigur,nkeo
1961,á,af
1962,Ægi,nkeþ-s
1963,en,c
1964,þeir,fpkfn
1965,Tómas,nken-s
1966,Már,nken-s
1967,Kjartansson,nken-s
1968,og,c
1969,Gunnar,nken-s
1970,Wigelund,nken-s
1971,skoruðu,sfg3fþ
1972,mörk,nhfo
1973,Sandgerðinga,nkfe-s
1974,í,af
1975,leiknum,nkeþg
1976,.,pl
1977,Yfirburði,nkfn
1978,bítlabæjarliðsins,nheeg
1979,voru,sfg3fþ
1980,miklir,lkfnsf
1981,og,c
1982,þegar,c
1983,yfir,aa
1984,lauk,sfg3eþ
1985,var,sfg3eþ
1986,munurinn,nkeng
1987, þrjátíu,ta
1988,stig,nhfn
1989,",",pk
1990, níutíu og níu,ta
1991,,m
1992, sextíu og níu,ta
1993,.,pl
1994,Grindavík-Valur,nven-s
1995, sextíu og fjögur,ta
1996,,m
1997, níutíu og tvö,ta
1998,(,pa
1999, fimmtán,ta
2000,,m
2001, tuttugu og fjögur,ta
2002,",",pk
2003, átján,ta
2004,,m
2005, átján,ta
2006,",",pk
2007, fjórtán,ta
2008,,m
2009, þrjátíu,ta
2010,",",pk
2011, sautján,ta
2012,,m
2013, tuttugu,ta
2014,),pa
2015,Keflavík,nven-s
2016, eitt,ta
2017,,m
2018,núll,ta
2019,Snæfell,nhen-s
2020,Gestirnir,nkfng
2021,úr,af
2022,Grindavík,nveþ-s
2023,byrjuðu,sfg3fþ
2024,leikinn,nkeog
2025,betur,aam
2026,og,c
2027,leiddu,sfg3fþ
2028,með,af
2029, þremur,ta
2030,stigum,nhfþ
2031,eftir,af
2032, fyrsta,ta
2033,leikhluta,nkeo
2034,",",pk
2035, tuttugu og þrjú,ta
2036,,m
2037, tuttugu og sex,ta
2038,.,pl
2039,Tuðran,nveng
2040,var,sfg3eþ
2041,send,sþgven
2042,á,af
2043,Jón,nkeo-s
2044,Arnór,nkeo-s
2045,Stefánsson,nkeo-s
2046,sem,ct
2047,brunaði,sfg3eþ
2048,upp,aa
2049,í,af
2050,hægra,lheovf
2051,horn,nheo
2052,",",pk
2053,fann,sfg3eþ
2054,ekki,aa
2055,liðsfélaga,nkeo
2056,heldur,c
2057,vippaði,sfg3eþ
2058,sér,fpkeþ
2059,upp,aa
2060,í,af
2061,erfiðan,lkeosf
2062,þrist,nkeo
2063,og,c
2064,viti,svg3en
2065,menn,nkfn
2066,",",pk
2067,boltinn,nkeng
2068,söng,sfg3eþ
2069,í,af
2070,netinu,nheþg
2071,og,c
2072,staðan,nveng
2073,hundrað og átta,ta
2074,,m
2075,hundrað og átta,ta
2076,og,c
2077,því,aa
2078,þurfti,sfg3eþ
2079,þriðju,lveovf
2080,framlenginguna,nveog
2081,til,aa
2082,.,pl
2083,Keflvíkingar,nkfn-s
2084,byrjuðu,sfg3fþ
2085,leikinn,nkeog
2086,frábærlega,aa
2087,og,c
2088,komust,sfm3fþ
2089,í,af
2090,núll,ta
2091,,m
2092, tvö,ta
2093,eftir,af
2094,aðeins,aa
2095, sextán,ta
2096,mínútna,nvfe
2097,leik,nkeo
2098,.,pl
2099,Grindvíkingar,nkfn-s
2100,töpuðu,sfg3fþ
2101, þrjú,ta
2102,,m
2103,núll,ta
2104,gegn,af
2105,Fjölni,nkeþ-s
2106,þegar,c
2107,liðin,nhfng
2108,áttust,sfm3fþ
2109,við,aa
2110,í,af
2111, fyrstu,ta
2112,deild,nveþ
2113,kvenna,nvfe
2114,í,af
2115,fótbolta,nkeþ
2116,í,aa
2117,gær,aa
2118,.,pl
2119,Sandgerðingar,nkfn-s
2120,máttu,sfg3fþ
2121,sætta,sng
2122,sig,fpkfo
2123,við,af
2124, tvö,ta
2125,,m
2126, þrjú,ta
2127,tap,nheo
2128,gegn,af
2129,Ægismönnum,nkfþ-s
2130,í,af
2131,Borgunarbikarnum,nkeþgs
2132,en,c
2133,það,fphen
2134,var,sfg3eþ
2135,Þorsteinn,nken-s
2136,Þorsteinsson,nken-s
2137,sem,ct
2138,skoraði,sfg3eþ
2139,mörk,nhfo
2140,Reynismanna,nkfe-s
2141,.,pl
2142,Fylkismenn,nkfn-s
2143,unnu,sfg3fþ
2144, þrjú,ta
2145,,m
2146,núll,ta
2147,sigur,nkeo
2148,en,c
2149,eitt,tfhen
2150,marka,nhfe
2151,þeirra,fphfe
2152,kom,sfg3eþ
2153,úr,af
2154,vítaspyrnu,nveþ
2155,",",pk
2156,sem,ct
2157,var,sfg3eþ
2158,að,af
2159,mati,nheþ
2160,áhangenda,nkfe
2161,Keflvíkinga,nkfe-s
2162,nokkuð,fohen
2163,umdeild,lvensf
2164,.,pl
2165,Keflavíkurkonur,nvfn-s
2166,unnu,sfg3fþ
2167, fjögur,ta
2168,,m
2169, tvo,ta
2170,sigur,nkeo
2171,á,af
2172,liði,nheþ
2173,Augnabliks,nhee-s
2174,í,af
2175,Lengjubikarnum,nkeþgs
2176,í,af
2177,knattspyrnu,nveþ
2178,á,af
2179,mánudag,nkeo
2180,.,pl
2181,Staðan,nveng
2182,var,sfg3eþ
2183, fimmtíu og níu,ta
2184,,m
2185, fimmtíu og fjögur,ta
2186,fyrir,af
2187,K R,n----s
2188,eftir,af
2189, þriðja,ta
2190,leikhluta,nkeo
2191,þar,aa
2192,sem,c
2193,þær,fpvfn
2194,Hildur,nven-s
2195,Sigurðardóttir,nven-s
2196,",",pk
2197,Candace,n----s
2198,Futrell,n----s
2199,og,c
2200,Sigrún,nven-s
2201,Ámundadóttir,nven-s
2202,léku,sfg3fþ
2203,vel,aa
2204,hjá,af
2205,K R,n----s
2206,en,c
2207,Tiffany,n----s
2208,Roberson,n----s
2209,var,sfg3eþ
2210,allt,fohen
2211,í,af
2212,öllu,foheþ
2213,í,af
2214,sóknarleik,nkeþ
2215,Grindavíkur,nvee-s
2216,.,pl
2217,Snæfell,nhen-s
2218,:,pa
2219,Kieraah,n----s
2220,Marlow,n----s
2221, þrjátíu og sjö,ta
2222,skástrik,pa
2223, fjögur,ta
2224,varin,lhfnsf
2225,skot,nhen
2226,",",pk
2227,Jordan,n----s
2228,Lee,n----s
2229,Murphree,n----s
2230, fimmtán,ta
2231,skástrik,pa
2232, fimmtán,ta
2233,fráköst,nhfn
2234,skástrik,pa
2235, fimm,ta
2236,stoðsendingar,nvfn
2237,skástrik,pa
2238, fjögur,ta
2239,varin,lhfnsf
2240,skot,nhen
2241,",",pk
2242,Hildur,nven-s
2243,Sigurdardottir,n----s
2244, þrettán <sil> sex,ta
2245,fráköst,nhfn
2246,skástrik,pa
2247, sex,ta
2248,stoðsendingar,nvfn
2249,",",pk
2250,Alda,nven-s
2251,Leif,nven-s
2252,Jónsdóttir,nven-s
2253, fimm <sil> fimm,ta
2254,fráköst,nhfn
2255,",",pk
2256,Hildur,nven-s
2257,Björg,nven-s
2258,Kjartansdóttir,nven-s
2259, fjögur,ta
2260,",",pk
2261,Björg,nven-s
2262,Guðrún,nven-s
2263,Einarsdóttir,nven-s
2264, þrjú,ta
2265,",",pk
2266,Aníta,nven-s
2267,Sæþórsdóttir,nven-s
2268,núll,ta
2269,",",pk
2270,Berglind,nven-s
2271,Gunnarsdóttir,nven-s
2272,núll,ta
2273,",",pk
2274,Ellen,nven-s
2275,Alfa,nven-s
2276,Högnadóttir,nven-s
2277,núll,ta
2278,",",pk
2279,Sara,nven-s
2280,Mjöll,nven-s
2281,Magnúsdóttir,nven-s
2282,núll,ta
2283,",",pk
2284,Helga,nven-s
2285,Hjördís,nven-s
2286,Björgvinsdóttir,nven-s
2287,núll,ta
2288,.,pl
2289,Þróttur,nken-s
2290,Vogum,nkfþ-s
2291,gerði,sfg3eþ
2292,góða,lveosf
2293,ferð,nveo
2294,upp,aa
2295,á,af
2296,Skaga,nkeo-s
2297,þegar,c
2298,þeir,fpkfn
2299,sigruðu,sfg3fþ
2300,Kára,nkeo-s
2301, eitt,ta
2302,,pa
2303,núll,ta
2304,í,af
2305, þriðju,ta
2306,deildinni,nveþg
2307,í,af
2308,dag,nkeo
2309,.,pl
2310,Eftir,af
2311, þriðja,ta
2312,leikhluta,nkeo
2313,hafði,sfg3eþ
2314,Keflavík,nven-s
2315, eins,ta
2316,stigs,nhee
2317,forskot,nheo
2318,en,c
2319,í,af
2320,lok,nhfo
2321, fjórða,ta
2322,leikhluta,nkee
2323,og,c
2324,sérstaklega,aa
2325,byrjun,nven
2326,þess,fakee
2327, fimmta,ta
2328,fór,sfg3eþ
2329,allt,fohen
2330,úrskeiðis,aa
2331,hjá,af
2332,strákunum,nkfþg
2333,",",pk
2334,leikmenn,nkfn
2335,voru,sfg3fþ
2336,ragir,lkfnsf
2337,að,cn
2338,sækja,sng
2339,á,af
2340,körfuna,nveog
2341,og,c
2342,gleymdu,sfg3fþ
2343,sér,fpkfþ
2344,ítrekað,aa
2345,í,af
2346,vörninni,nveþg
2347,og,c
2348,K R,n----s
2349,b,nhen
2350,landaði,sfg3eþ
2351,naumum,lkeþsf
2352,sigri,nkeþ
2353, tuttugu og átta,ta
2354,,m
2355, þrjátíu og fimm,ta
2356,.,pl
2357,Leikurinn,nkeng
2358,fór,sfg3eþ
2359,fram,aa
2360,í,af
2361,Njarðvík,nveþ-s
2362,og,c
2363,höfðu,sfg3fþ
2364,heimakonur,nvfn
2365,nokkuð,fohen
2366,þægilegan,lkeosf
2367,sigur,nkeo
2368, sjötíu og níu,ta
2369,,pa
2370, sextíu og sjö,ta
2371,þar,aa
2372,sem,c
2373,þær,favfn
2374,grænklæddu,lvfnvf
2375,náðu,sfg3fþ
2376,mest,aae
2377, tuttugu og fjögurra,ta
2378,stiga,nhfe
2379,forystu,nveo
2380,.,pl
2381,Lokatölur,nvfn
2382,urðu,sfg3fþ
2383, níutíu og fjögur,ta
2384,,m
2385, fimmtíu og þrjú,ta
2386,eða,c
2387, fjörutíu og eins,ta
2388,stigs,nhee
2389,sigur,nken
2390,þeirra,fahfe
2391,grænu,lhfevf
2392,.,pl
2393,Í R,nhen-s
2394,hafði,sfg3eþ
2395, níutíu og sex,ta
2396,,m
2397, níutíu og fjóra,ta
2398,sigur,nkeo
2399,þar,aa
2400,sem,c
2401,fyrrum,aa
2402,Njarðvíkingurinn,nkengs
2403,Nigel,n----s
2404,Moore,n----s
2405,gældi,sfg3eþ
2406,við,af
2407,þrennuna,nveog
2408,.,pl
2409,Lokatölur,nvfn
2410,urðu,sfg3fþ
2411, sjötíu og þrjú,ta
2412,,m
2413, sjötíu,ta
2414,fyrir,af
2415,Keflavíkurkonur,nvfo-s
2416,en,c
2417,Valskonum,nvfþ-s
2418,mistókst,sfm3eþ
2419,að,cn
2420,jafna,sng
2421,leikinn,nkeog
2422,undir,af
2423,lokin,nhfog
2424,þegar,c
2425, þriggja,ta
2426,stiga,nhfe
2427,skot,nhen
2428,þeirra,fpvfe
2429,geigaði,sfg3eþ
2430,.,pl
2431,Víðismenn,nkfn-s
2432,tóku,sfg3fþ
2433,grannaslaginn,nkeog
2434,í,af
2435, þriðju,ta
2436,deildinni,nveþg
2437,þegar,c
2438,þeir,fpkfn
2439,unnu,sfg3fþ
2440, fjögur,ta
2441,,m
2442, einn,ta
2443,sigur,nkeo
2444,á,af
2445,Reyni,nkeþ-s
2446,Sandgerði,nheþ-s
2447,.,pl
2448,Baker-Brice,n----s
2449,ógnaði,sfg3eþ
2450,sífellt,aa
2451,með,af
2452,hraða,nkeþ
2453,sínum,fekeþ
2454,og,c
2455,hún,fpven
2456,kom,sfg3eþ
2457,Njarðvíkingum,nkfþ-s
2458,yfir,aa
2459,í,af
2460,fyrsta,lheove
2461,sinn,nheo
2462, þrjátíu og tvö,ta
2463,,m
2464, þrjátíu og eitt,ta
2465,.,pl
2466,K R,n----s
2467,-Grindavík,pa
2468,hundrað og fimm,ta
2469,,m
2470, áttatíu og eitt,ta
2471,K R,n----s
2472,:,pa
2473,Michael,n----s
2474,Craion,n----s
2475, tuttugu og sjö <sil> átta,ta
2476,fráköst,nhfn
2477,skástrik,pa
2478, fimm,ta
2479,stoðsendingar,nvfn
2480,",",pk
2481,Pavel,n----s
2482,Ermolinskij,n----s
2483, fimmtán <sil> tíu,ta
2484,fráköst,nhfn
2485,skástrik,pa
2486, tólf,ta
2487,stoðsendingar,nvfn
2488,skástrik,pa
2489, fjögur,ta
2490,varin,lhfnsf
2491,skot,nhfn
2492,",",pk
2493,Brynjar,nken-s
2494,Þór,nken-s
2495,Björnsson,nken-s
2496, tólf,ta
2497,",",pk
2498,Helgi,nken-s
2499,Már,nken-s
2500,Magnússon,nken-s
